   6.6484515e+01	   1.6849985e+00	   1.0000000e+00	
   6.8218006e+01	   1.8845336e+00	   1.0000000e+00	
   7.0151049e+01	   2.5669086e+00	   1.0000000e+00	
   7.2767633e+01	   3.4834685e+00	   1.0000000e+00	
   7.6300815e+01	   3.4669276e+00	   1.0000000e+00	
   7.9817237e+01	   3.7335150e+00	   1.0000000e+00	
   8.3583728e+01	   3.0337020e+00	   1.0000000e+00	
   8.6650359e+01	   3.7335015e+00	   1.0000000e+00	
   9.0433429e+01	   3.3168672e+00	   1.0000000e+00	
   9.3783171e+01	   3.1836425e+00	   1.0000000e+00	
   9.6999794e+01	   3.3169558e+00	   1.0000000e+00	
   1.0036634e+02	   4.8501316e+00	   1.0000000e+00	
   1.0524942e+02	   2.4503078e+00	   1.0000000e+00	
   1.0773257e+02	   5.3002027e+00	   1.0000000e+00	
   1.1308241e+02	   3.4335892e+00	   1.0000000e+00	
   1.1656557e+02	   2.5505217e+00	   1.0000000e+00	
   1.1916550e+02	   3.0502387e+00	   1.0000000e+00	
   1.2226528e+02	   2.9503365e+00	   1.0000000e+00	
   1.2526514e+02	   3.5168101e+00	   1.0000000e+00	
   1.9117880e+02	   2.8668423e+00	   1.0000000e+00	
   1.9407860e+02	   2.1170470e+00	   1.0000000e+00	
   1.9624514e+02	   2.3170421e+00	   1.0000000e+00	
   1.9861170e+02	   4.2334536e+00	   1.0000000e+00	
   2.0287810e+02	   3.5503402e+00	   1.0000000e+00	
   2.0647809e+02	   3.2501378e+00	   1.0000000e+00	
   2.0977790e+02	   5.0501048e+00	   1.0000000e+00	
   2.1487759e+02	   8.3500847e+00	   1.0000000e+00	
   2.2327723e+02	   2.3501612e+00	   1.0000000e+00	
   2.2567713e+02	   1.5669571e+00	   1.0000000e+00	
   2.2729369e+02	   4.6000907e+00	   1.0000000e+00	
   2.3194346e+02	   3.4169938e+00	   1.0000000e+00	
   2.3539332e+02	   1.8170792e+00	   1.0000000e+00	
   2.3724319e+02	   1.9169949e+00	   1.0000000e+00	
   2.3919313e+02	   5.2170695e+00	   1.0000000e+00	
   2.4444287e+02	   4.5334209e+00	   1.0000000e+00	
   2.4902603e+02	   3.0001150e+00	   1.0000000e+00	
