   6.3040035e+00	   3.6348897e+00	   1.0000000e+00	
   1.0070463e+01	   2.2339104e+00	   1.0000000e+00	
   1.2370418e+01	   2.4682726e+00	   1.0000000e+00	
   1.4886987e+01	   2.9335461e+00	   1.0000000e+00	
   1.7870138e+01	   3.1002089e+00	   1.0000000e+00	
   2.1003371e+01	   2.9169632e+00	   1.0000000e+00	
   2.3953240e+01	   2.0003595e+00	   1.0000000e+00	
   2.5986454e+01	   2.8170176e+00	   1.0000000e+00	
   2.8852948e+01	   2.7336983e+00	   1.0000000e+00	
   3.1636189e+01	   2.3502867e+00	   1.0000000e+00	
   3.4036105e+01	   3.3338671e+00	   1.0000000e+00	
   3.7419263e+01	   3.4168734e+00	   1.0000000e+00	
   4.0869022e+01	   3.5335217e+00	   1.0000000e+00	
   4.4435508e+01	   2.6003818e+00	   1.0000000e+00	
   4.7085494e+01	   3.5002785e+00	   1.0000000e+00	
   5.0618632e+01	   3.5502026e+00	   1.0000000e+00	
   5.4218509e+01	   2.3336133e+00	   1.0000000e+00	
   5.6601682e+01	   3.7835244e+00	   1.0000000e+00	
   6.0434833e+01	   3.8835511e+00	   1.0000000e+00	
   6.4368030e+01	   2.0503012e+00	   1.0000000e+00	
   1.2881514e+02	   3.2501191e+00	   1.0000000e+00	
   1.3211485e+02	   2.0836722e+00	   1.0000000e+00	
   1.3423143e+02	   3.7667908e+00	   1.0000000e+00	
   1.3804788e+02	   3.8835124e+00	   1.0000000e+00	
   1.4198106e+02	   3.2169030e+00	   1.0000000e+00	
   1.4524753e+02	   2.1004543e+00	   1.0000000e+00	
   1.4739753e+02	   2.3169358e+00	   1.0000000e+00	
   1.4976404e+02	   2.7002727e+00	   1.0000000e+00	
   1.5249722e+02	   3.3836745e+00	   1.0000000e+00	
   1.5593037e+02	   3.0669298e+00	   1.0000000e+00	
   1.5904691e+02	   3.3169260e+00	   1.0000000e+00	
   1.6241340e+02	   2.0836214e+00	   1.0000000e+00	
   1.6452995e+02	   3.2835983e+00	   1.0000000e+00	
   1.6786314e+02	   3.0835943e+00	   1.0000000e+00	
   1.7097973e+02	   2.2502273e+00	   1.0000000e+00	
   1.7327958e+02	   3.3335401e+00	   1.0000000e+00	
   1.7666278e+02	   3.4001674e+00	   1.0000000e+00	
   1.8011261e+02	   2.6168905e+00	   1.0000000e+00	
   1.8276243e+02	   2.4836327e+00	   1.0000000e+00	
   1.8529563e+02	   3.2003327e+00	   1.0000000e+00	
   1.8854553e+02	   2.5835778e+00	   1.0000000e+00	
